destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,ece_flag_count,down/up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,is_intrusion
3000,91,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,65934.06593,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,10989.01099,10989.01099,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,47841,5,3,1059,124,1059,0,211.8,473.5991976345,124,0,41.3333333333,71.5914333795,24727.7439852846,167.220584854,6834.4285714286,11195.7068982883,23339,18,47841,11960.25,13316.7880605648,23860,223,24497,12248.5,16614.8880375403,23997,500,0,172,104,104.5128655337,62.7077193202,0,1059,131.4444444444,350.2424557043,122669.777777778,0,0,0,1,0,0,0,0,147.875,211.8,41.3333333333,172,5,1059,3,124,65535,972,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,85480449,5,5,359,11595,353,0,71.8,157.2170474,10147,0,2319.0,4420.67608,139.8448434,0.116985815,9497827.667,28100000.0,84500000,4,85500000,21400000.0,42100000.0,84500000,438,1472,368.0,451.631856,1027,4,0,164,168,0.058492908,0.058492908,0,10147,1087.272727,3036.102966,9217921.218,1,0,0,0,0,0,0,1,1196.0,71.8,2319.0,164,5,359,5,11595,0,235,1,20,0.0,0.0,0,0,84500000.0,0.0,84500000,84500000,dos,1
80,86053072,7,7,383,11595,359,0,54.71428571,134.2071959,4344,0,1656.428571,1760.597234,139.1931714,0.162690299,6619467.077,23800000.0,85900000,1,85900000,14300000.0,35000000.0,85900000,1,86100000,14300000.0,35000000.0,85900000,14,0,184,232,0.081345149,0.081345149,0,4344,798.9333333,1423.254543,2025653.495,1,0,0,0,0,0,0,1,856.0,54.71428571,1656.428571,184,7,383,7,11595,0,235,4,20,12015.0,0.0,12015,12015,85900000.0,0.0,85900000,85900000,dos,1
80,100392674,11,6,1414,11595,352,0,128.5454545,177.1690513,5792,0,1932.5,2181.008184,129.5811684,0.169335065,6274542.125,24800000.0,99400000,0,100000000,10000000.0,31400000.0,99400000,0,978124,195624.8,364980.2038,839707,45,0,348,200,0.109569748,0.059765317,0,5792,722.7222222,1480.959141,2193239.977,0,0,0,0,1,0,0,0,765.2352941,128.5454545,1932.5,348,11,1414,6,11595,251,235,5,20,992.0,0.0,992,992,99400000.0,0.0,99400000,99400000,dos,1
53,47157158,2,2,138,309,92,46,69.0,32.5269119346,173,136,154.5,26.1629509039,9.4789427302,0.0848227537,15719052.6666667,27157534.5574258,47077871,31410,47109281,47109281.0,0.0,47109281,47109281,47125748,47125748.0,0.0,47125748,47125748,0,64,76,0.0424113769,0.0424113769,46,173,98.6,55.9267377915,3127.8,0,0,0,0,0,0,0,1,123.25,69.0,154.5,64,2,138,2,309,-1,-1,1,32,31410.0,0.0,31410,31410,47077871.0,0.0,47077871,47077871,benign,0
53,771240,2,2,76,220,38,38,38.0,0.0,110,110,110.0,0.0,383.7975208755,5.1864529848,257080.0,445230.588832349,771188,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,40,64,2.5932264924,2.5932264924,38,110,66.8,39.4360241404,1555.2,0,0,0,0,0,0,0,1,83.5,38.0,110.0,40,2,76,2,220,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,199,2,2,148,404,74,74,74.0,0.0,202,202,202.0,0.0,2773869.34673367,20100.5025125628,66.3333333333,107.9645003385,191,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,40,40,10050.2512562814,10050.2512562814,74,202,125.2,70.1084873607,4915.2,0,0,0,0,0,0,0,1,156.5,74.0,202.0,40,2,148,2,404,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,106315515,22,34,3184,22838,1470,0,144.7272727273,365.9157048151,1430,0,671.7058823529,672.7475337798,244.7620180366,0.5267340331,1933009.36363636,10056658.2308275,58532319,1,106315515,5062643.57142857,16031508.4904946,58569082,112,106228612,3219048.84848485,12909232.6971022,58569265,1,0,452,692,0.2069312273,0.3198028058,0,1470,456.5263157895,622.0462805837,386941.57518797,0,0,0,1,0,0,0,1,464.6785714286,144.7272727273,671.7058823529,452,22,3184,34,22838,8192,395,21,20,179494.0,78286.6201722874,234851,124137,52934832.0,7916042.03060709,58532319,47337345,benign,0
80,1784981,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,13.44552127,2.240920211,594993.6667,1030438.886,1784842,2,1784981,594993.6667,1030438.886,1784842,2,0,0.0,0.0,0,0,0,80,0,2.240920211,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
443,1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,256,21,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,99929686,7,7,897,11595,295,0,128.1428571,156.0997849,4344,0,1656.428571,1760.597234,125.0078981,0.140098509,7686898.923,27500000.0,99400000,2,99800000,16600000.0,40500000.0,99400000,2,99900000,16700000.0,40500000.0,99400000,48,0,208,232,0.070049254,0.070049254,0,4344,833.2,1405.406764,1975168.171,1,0,0,0,0,0,0,1,892.7142857,128.1428571,1656.428571,208,7,897,7,11595,0,235,4,20,5968.0,0.0,5968,5968,99400000.0,0.0,99400000,99400000,dos,1
80,2010,6,0,6,0,6,0,1.0,2.449489743,0,0,0.0,0.0,2985.074627,2985.074627,402.0,897.2223805,2007,0,2010,402.0,897.2223805,2007,0,0,0.0,0.0,0,0,0,180,0,2985.074627,0.0,0,6,0.857142857,2.267786838,5.142857143,0,0,0,0,1,0,0,0,1.0,1.0,0.0,180,6,6,0,0,274,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
24444,3,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,2666666.667,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,333333.3333,333333.3333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,99257744,7,5,313,11595,307,0,44.71428571,115.6787423,4344,0,2319.0,2196.731436,119.9704881,0.120897368,9023431.273,29900000.0,99200000,0,99200000,16500000.0,40500000.0,99200000,0,23359,5839.75,6612.939103,11945,44,0,220,168,0.070523465,0.050373903,0,4344,916.0,1717.019656,2948156.5,0,0,0,0,1,0,0,0,992.3333333,44.71428571,2319.0,220,7,313,5,11595,274,235,2,20,6.0,0.0,6,6,99200000.0,0.0,99200000,99200000,dos,1
53,182,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,1241758.24175824,21978.021978022,60.6666666667,99.8815965698,176,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,64,64,10989.010989011,10989.010989011,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,1867406,2,4,20,11607,20,0,10.0,14.14213562,11595,0,2901.75,5795.50069,6226.283947,3.213013132,373481.2,834671.0019,1866586,14,720,720.0,0.0,720,720,1867360,622453.3333,1077450.56,1866586,14,0,52,92,1.071004377,2.142008754,0,11595,1661.0,4380.487987,19200000.0,0,0,0,1,0,0,0,2,1937.833333,10.0,2901.75,52,2,20,4,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,85783089,5,7,363,11595,351,0,72.6,155.6592432,4344,0,1656.428571,1760.597234,139.3981044,0.139887711,7798462.636,25800000.0,85600000,15,85700000,21400000.0,42800000.0,85600000,48,85800000,14300000.0,35000000.0,85700000,15,0,144,232,0.058286546,0.081601165,0,4344,920.3076923,1497.699702,2243104.397,1,0,0,0,0,0,0,1,997.0,72.6,1656.428571,144,5,363,7,11595,0,235,2,20,10979.0,0.0,10979,10979,85600000.0,0.0,85600000,85600000,dos,1
80,97895548,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,119.1371849,0.132794599,8157962.333,27400000.0,95100000,1,97100000,13900000.0,35800000.0,95100000,1,750117,187529.25,374324.0483,749015,12,0,172,112,0.081719753,0.051074846,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,897.6153846,7.0,2321.4,172,8,56,5,11607,256,229,6,20,2046018.0,0.0,2046018,2046018,95100000.0,0.0,95100000,95100000,ddos,1
53,61725,4,2,120,172,30,30,30.0,0.0,86,86,86.0,0.0,4730.6601863103,97.205346294,12345.0,19127.5891188618,43528,3,43534,14511.3333333333,25129.1704664785,43528,3,4,4.0,0.0,4,4,0,104,40,64.803564196,32.401782098,30,86,46.0,27.3252020426,746.6666666667,0,0,0,0,0,0,0,0,53.6666666667,30.0,86.0,104,4,120,2,172,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,310144,15,10,976,7408,469,0,65.0666666667,134.3489415486,1586,0,740.8,749.5048439544,27032.6042096575,80.6077177053,12922.6666666667,24662.4393247966,70849,1,310144,22153.1428571429,29405.075723176,70919,1,249252,27694.6666666667,44626.9364649872,120915,2,0,492,328,48.3646306232,32.2430870821,0,1586,322.4615384615,571.1863605353,326253.858461539,0,0,0,1,0,0,0,0,335.36,65.0666666667,740.8,492,15,976,10,7408,65535,357,6,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,45092890,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.04435289,45100000.0,0.0,45100000,45100000,45100000,45100000.0,0.0,45100000,45100000,0,0.0,0.0,0,0,0,64,0,0.04435289,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,64,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,45100000.0,0.0,45100000,45100000,dos,1
80,98295078,8,7,358,11595,358,0,44.75,126.5721138,4344,0,1656.428571,1757.579003,121.6032404,0.152601741,7021077.0,26300000.0,98200000,1,98300000,14000000.0,37100000.0,98200000,1,56840,9473.333333,17388.51944,43364,15,0,264,232,0.081387595,0.071214146,0,4344,747.0625,1388.988095,1929287.929,0,0,0,0,1,0,0,0,796.8666667,44.75,1656.428571,264,8,358,7,11595,274,235,1,32,8025.0,0.0,8025,8025,98200000.0,0.0,98200000,98200000,dos,1
53,31555,1,1,58,114,58,58,58.0,0.0,114,114,114.0,0.0,5450.8001901442,63.3813975598,31555.0,0.0,31555,31555,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,31.6906987799,31.6906987799,58,114,76.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,1,115.0,58.0,114.0,20,1,58,1,114,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,97685626,4,6,390,11595,384,0,97.5,191.0209413,5792,0,1932.5,2181.008184,122.6894937,0.102369206,10900000.0,32500000.0,97600000,47,97600000,32500000.0,56300000.0,97600000,847,130761,26152.2,51854.24283,118451,47,0,124,200,0.040947683,0.061421524,0,5792,1090.090909,1823.939936,3326756.891,1,0,0,0,0,0,0,1,1199.1,97.5,1932.5,124,4,390,6,11595,0,235,1,20,0.0,0.0,0,0,97600000.0,0.0,97600000,97600000,dos,1
80,85019101,7,6,305,11595,305,0,43.57142857,115.2791643,5792,0,1932.5,2181.008184,139.9685466,0.152906816,7084925.083,24500000.0,84900000,1,84900000,14100000.0,34700000.0,84900000,1,133474,26694.8,51974.14525,119029,46,0,232,200,0.082334439,0.070572376,0,5792,850.0,1668.010007,2782257.385,0,0,0,0,1,0,0,0,915.3846154,43.57142857,1932.5,232,7,305,6,11595,251,235,1,32,996.0,0.0,996,996,84900000.0,0.0,84900000,84900000,dos,1
80,72887058,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,160.0146901,0.178358139,6073921.5,19100000.0,66500000,3,72200000,10300000.0,24900000.0,66500000,4,682624,170656.0,340681.498,681678,3,0,172,112,0.109758855,0.068599284,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,897.6153846,7.0,2321.4,172,8,56,5,11607,256,229,6,20,2801.0,0.0,2801,2801,36100000.0,43000000.0,66500000,5722100,ddos,1
15000,49,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,20408.16327,20408.16327,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
8080,1045210,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.22141962,5.740473206,209042.0,285363.8588,528210,547,1044663,522331.5,9467.452693,529026,515637,1044394,522197.0,9417.248112,528856,515538,0,92,60,2.870236603,2.870236603,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot,1
80,71756089,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,162.5367291,0.195105394,5519699.154,17400000.0,62800000,2,71600000,10200000.0,23400000.0,62800000,2,142153,28430.6,61815.08796,138995,47,0,172,132,0.111488796,0.083616597,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,833.5,7.0,1934.5,172,8,56,6,11607,256,229,6,20,994.0,0.0,994,994,35800000.0,38200000.0,62800000,8792766,ddos,1
53,61517,2,2,64,196,32,32,32.0,0.0,98,98,98.0,0.0,4226.4739828015,65.0226766585,20505.6666666667,35514.2584652043,61514,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,64,64,32.5113383292,32.5113383292,32,98,58.4,36.1496887953,1306.8,0,0,0,0,0,0,0,1,73.0,32.0,98.0,64,2,64,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,98347854,5,7,377,11595,365,0,75.4,161.9191156,5803,0,1656.428571,2430.211229,121.7311768,0.12201588,8940714.0,29600000.0,98300000,3,98300000,24600000.0,49200000.0,98300000,49,98300000,16400000.0,40100000.0,98300000,3,0,144,232,0.05083995,0.07117593,0,5803,921.3846154,1909.162929,3644903.09,1,0,0,0,0,0,0,1,998.1666667,75.4,1656.428571,144,5,377,7,11595,0,235,2,20,12989.0,0.0,12989,12989,98300000.0,0.0,98300000,98300000,dos,1
443,4402244,5,1,123,46,46,0,24.6,23.2765976895,46,46,46.0,0.0,38.3895122578,1.3629412636,880448.8,1930686.60161967,4334031,18,4402244,1100561.0,2155707.29714758,4334031,18,0,0.0,0.0,0,0,1,160,32,1.1357843863,0.2271568773,0,46,30.7142857143,21.6849739506,470.2380952381,0,1,0,0,1,0,0,0,35.8333333333,24.6,46.0,160,5,123,1,46,743,370,2,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
30951,50,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,160000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,20000.0,20000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,49623,1,1,51,111,51,51,51.0,0.0,111,111,111.0,0.0,3264.6151985974,40.3038913407,49623.0,0.0,49623,49623,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,20.1519456704,20.1519456704,51,111,71.0,34.6410161514,1200.0,0,0,0,0,0,0,0,1,106.5,51.0,111.0,32,1,51,1,111,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,100245869,8,5,340,11595,340,0,42.5,120.2081528,5792,0,2319.0,3170.403917,119.0572751,0.129681154,8353822.417,28900000.0,100000000,1,100000000,14300000.0,37800000.0,100000000,1,143686,35921.5,64537.72142,132419,64,0,264,168,0.079803787,0.049877367,0,5792,852.5,2094.602248,4387358.577,0,0,0,0,1,0,0,0,918.0769231,42.5,2319.0,264,8,340,5,11595,274,235,1,32,987.0,0.0,987,987,100000000.0,0.0,100000000,100000000,dos,1
80,4355656,4,4,605,1014,605,0,151.25,302.5,1014,0,253.5,507.0,371.7006118022,1.8366923375,622236.571428572,1610011.98824521,4273268,54,82303,27434.3333333333,3378.8374233356,29756,23558,4326721,1442240.33333333,2451883.50947518,4273268,373,0,136,136,0.9183461688,0.9183461688,0,1014,179.8888888889,371.3120131522,137872.611111111,0,0,0,1,0,0,0,1,202.375,151.25,253.5,136,4,605,4,1014,29200,123,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,94758163,19,19,2389,5898,679,0,125.7368421053,250.7676751509,1799,0,310.4210526316,633.8787402256,87.4542069795,0.4010208598,2561031.43243243,4174011.35878554,10075129,35,94758163,5264342.38888889,4707876.91588485,10116427,23873,89670691,4981705.05555556,4881434.35048535,10116458,180,0,392,488,0.2005104299,0.2005104299,0,1799,212.4871794872,479.4384803187,229861.256410256,0,0,0,1,0,0,0,1,218.0789473684,125.7368421053,310.4210526316,392,19,2389,19,5898,8192,126,18,20,370868.5,857037.929666833,2755026,41055,9104947.8,1938969.59112037,10075129,5045741,benign,0
53,67826070,2,2,112,144,65,47,56.0,12.7279220614,81,63,72.0,12.7279220614,3.7743599179,0.0589743737,22608690.0,39115026.6629993,67774832,20774,67795606,67795606.0,0.0,67795606,67795606,67805296,67805296.0,0.0,67805296,67805296,0,52,64,0.0294871869,0.0294871869,47,81,60.6,14.2407864951,202.8,0,0,0,0,0,0,0,1,75.75,56.0,72.0,52,2,112,2,144,-1,-1,1,20,20774.0,0.0,20774,20774,67774832.0,0.0,67774832,67774832,benign,0
80,102163001,7,7,414,11595,402,0,59.14285714,151.2122444,5792,0,1656.428571,2425.837852,117.5474475,0.137035912,7858692.385,27400000.0,99100000,39,102000000,17000000.0,40200000.0,99100000,633,102000000,17000000.0,41700000.0,102000000,47,0,224,232,0.068517956,0.068517956,0,5792,801.0,1793.880909,3218008.714,1,0,0,0,0,0,0,1,858.2142857,59.14285714,1656.428571,224,7,414,7,11595,0,235,2,20,13004.0,0.0,13004,13004,99100000.0,0.0,99100000,99100000,dos,1
443,229,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,78602.6200873362,13100.4366812227,114.5,65.7609306503,161,68,229,114.5,65.7609306503,161,68,0,0.0,0.0,0,0,0,60,0,13100.4366812227,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,8.0,6.0,0.0,60,3,18,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,91224,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.9240550732,91224.0,0.0,91224,91224,91224,91224.0,0.0,91224,91224,0,0.0,0.0,0,0,0,64,0,21.9240550732,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,64,2,0,0,0,1067,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
14238,2,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,4000000.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,500000.0,500000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
32774,23,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,260869.5652,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,43478.26087,43478.26087,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,603879,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,19263.79291,11.59172616,100646.5,246006.6672,602805,3,993,496.5,697.914393,990,3,603800,201266.6667,347742.7376,602805,11,0,72,92,4.967882639,6.623843518,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,1,1661.857143,8.666666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,742976,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,15649.22689,12.11344646,92872.0,260209.1322,736846,17,5686,2843.0,2614.880877,4692,994,742765,148553.0,328874.6599,736846,17,0,72,132,4.037815488,8.075630976,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,2,1291.888889,8.666666667,1933.5,72,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
16992,70,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,85714.28571,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,14285.71429,14285.71429,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
123,68026807,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822416757,0.0588003491,22675602.3333333,39227947.9939984,67972135,27015,67999792,67999792.0,0.0,67999792,67999792,67999150,67999150.0,0.0,67999150,67999150,0,52,52,0.0294001746,0.0294001746,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,2,96,2,96,-1,-1,1,20,27657.0,0.0,27657,27657,67972135.0,0.0,67972135,67972135,benign,0
80,97822582,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,119.2260495,0.13289365,8151881.833,27300000.0,94900000,1,97200000,13900000.0,35800000.0,94900000,1,656734,164183.5,325989.4403,653165,161,0,172,112,0.081780708,0.051112942,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,897.6153846,7.0,2321.4,172,8,56,5,11607,256,229,6,20,2229015.0,0.0,2229015,2229015,94900000.0,0.0,94900000,94900000,ddos,1
21,228,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61403.50877,13157.89474,114.0,25.45584412,132,96,228,228.0,0.0,228,228,0,0.0,0.0,0,0,1,64,20,8771.929825,4385.964912,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,64,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,brute_force,1
443,102608991,30,25,1063,7038,342,0,35.4333333333,88.2553830861,1460,0,281.52,544.4573843133,78.9501964794,0.5360154063,1900166.5,3826881.18212996,10142930,4,102608991,3538241.06896552,4755631.51736178,10143222,4,94382211,3932592.125,4825135.21690783,10142930,49,0,620,508,0.2923720398,0.2436433665,0,1460,144.6607142857,385.8261632481,148861.828246753,0,0,0,1,0,0,0,0,147.2909090909,35.4333333333,281.52,620,30,1063,25,7038,29200,65535,29,20,438114.1,628637.535944813,2227234,234665,9822784.6,612533.788023558,10142930,8084171,benign,0
53,30988,2,2,64,256,32,32,32.0,0.0,128,128,128.0,0.0,10326.5780302052,129.0822253776,10329.3333333333,17885.7340171807,30982,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,40,40,64.5411126888,64.5411126888,32,128,70.4,52.5813655205,2764.8,0,0,0,0,0,0,0,1,88.0,32.0,128.0,40,2,64,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,60126,3,5,432,2280,426,0,144.0,244.2375892446,1460,2,456.0,659.854529423,45105.27891428,133.0539201011,8589.4285714286,14001.9701096803,29212,1,29812,14906.0,20286.893552242,29251,561,30914,7728.5,14552.1424424951,29543,1,0,72,104,49.8952200379,83.1587000632,0,1460,301.3333333333,517.8812605221,268201.0,0,0,0,1,0,0,0,1,339.0,144.0,456.0,72,3,432,5,2280,8192,30016,2,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,1205706,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,9643.312715,6.635116687,172243.7143,452830.1217,1199157,142,5750,2875.0,3651.499418,5457,293,1205550,301387.5,598518.4388,1199157,192,0,72,112,2.488168758,4.146947929,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,1,1453.375,8.666666667,2320.2,72,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
53,62154,2,2,76,268,38,38,38.0,0.0,134,134,134.0,0.0,5534.6397657432,64.3562763459,20718.0,35879.4324787893,62148,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,88,64,32.1781381729,32.1781381729,38,134,76.4,52.5813655205,2764.8,0,0,0,0,0,0,0,1,95.5,38.0,134.0,88,2,76,2,268,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
13722,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,23423,1,1,55,71,55,55,55.0,0.0,71,71,71.0,0.0,5379.3280109294,85.3861589036,23423.0,0.0,23423,23423,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,42.6930794518,42.6930794518,55,71,60.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,1,90.5,55.0,71.0,32,1,55,1,71,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
